,SPY,IEFA,EEM,IEI,IEF,TLT,LQD,HYG,GLD,DBC
2021-08-27,0.008198892184917058,0.008961629538713963,0.004686929962991341,0.35,0.11442657085201643,0.01029192658717969,0.020902516729531813,0.033015452647116125,0.0264946063575604,0.008776026446681663
2021-09-03,0.010274409977435166,0.008781059288274697,0.003980585830531808,0.35,0.16673235413974474,0.04967575832898663,0.1096390739485783,0.03516678510759795,0.014713225732475934,0.006097343956246581
2021-09-10,0.011771952284929171,0.00835761207172763,0.0032443724450960873,0.34987371078303164,0.23364689891664422,0.09112507284187366,0.1826103361675852,0.03807043495300956,0.004016539617123775,0.003816293552248846
2021-09-17,0.010641637421537726,0.009560781726739026,0.004299584730251492,0.34993918268725704,0.17680753933338295,0.050144711313086454,0.10168874919947322,0.040217159060058134,0.016799665707023695,0.0066909665673562674
2021-09-24,0.022548325234288784,0.018949720638901907,0.017162222573232404,0.34549804596917794,0.1426545246424136,0.045110997797164085,0.14347483042119824,0.04793726906081733,0.06065545231166336,0.03554285924736671
2021-10-01,0.02471648084344447,0.01838707767666124,0.01484499777594383,0.34704073751075304,0.11563607584654903,0.031638799061948476,0.10527257289048092,0.13771763827265326,0.044939015711566985,0.026323285031356544
2021-10-08,0.02471648084344447,0.01838707767666124,0.01484499777594383,0.34704073751075304,0.11563607584654903,0.031638799061948476,0.10527257289048092,0.13771763827265326,0.044939015711566985,0.026323285031356544
2021-10-15,0.02471648084344447,0.01838707767666124,0.01484499777594383,0.34704073751075304,0.11563607584654903,0.031638799061948476,0.10527257289048092,0.13771763827265326,0.044939015711566985,0.026323285031356544
2021-10-22,0.02471648084344447,0.01838707767666124,0.01484499777594383,0.34704073751075304,0.11563607584654903,0.031638799061948476,0.10527257289048092,0.13771763827265326,0.044939015711566985,0.026323285031356544
2021-10-29,0.02943675708665132,0.023314822659083252,0.022672418078005338,0.34014646881041144,0.11988603168755872,0.03928597404526395,0.15121250924255888,0.07541427011756015,0.07566469115269761,0.0510874640306977
2021-11-05,0.03142099184905351,0.025312893505911035,0.025704126480943813,0.3348043662483944,0.12115677322329063,0.041919271446853125,0.16556479260323514,0.0538148197588065,0.08556227131498335,0.06473969356852834
2021-11-12,0.031678397576356127,0.02552026072698168,0.025914698744330323,0.3328178438690361,0.1203844513912182,0.04165205428959764,0.16365358204140695,0.05425567926083048,0.08457457632222551,0.06954845577801684
2021-11-19,0.029110036128716217,0.022999107102420785,0.019477374293450977,0.3386920567963913,0.10511711944405035,0.029608937422505515,0.1175513709782323,0.11889491308230721,0.0614093334502828,0.04816664479930624
2021-11-26,0.03164574591584799,0.02542987961076584,0.02554404528625938,0.3258542895294837,0.12237288646486931,0.041853757368390976,0.16194292014459513,0.05909835613290445,0.08373798970618823,0.06827837490573793
2021-12-03,0.03195639315837132,0.02571008656028119,0.02610745850240939,0.3196535130022593,0.12553971401222963,0.043442255969290085,0.16669672456293624,0.05465924604398752,0.08614724272057767,0.0700873654676576
2021-12-10,0.03195639315837132,0.02571008656028119,0.02610745850240939,0.3196535130022593,0.12553971401222963,0.043442255969290085,0.16669672456293624,0.05465924604398752,0.08614724272057767,0.0700873654676576
2021-12-17,0.03195639315837132,0.02571008656028119,0.02610745850240939,0.3196535130022593,0.12553971401222963,0.043442255969290085,0.16669672456293624,0.05465924604398752,0.08614724272057767,0.0700873654676576
2021-12-24,0.03222966053847029,0.02575185199271495,0.026149869456240458,0.31420011928034186,0.1277656666160456,0.044212533355624264,0.16787306036848754,0.0547480387068274,0.08675516160097219,0.07031403808427532
2021-12-31,0.051069798937920484,0.03301764572313691,0.03727715396752764,0.2533892812775661,0.13115742429625743,0.049381117501558436,0.14034474756134713,0.08386118996353163,0.11184845187696264,0.0586531888941915
2022-01-07,0.032277261519627225,0.025789885698344533,0.02618849100615586,0.31171601925280723,0.12877770940095792,0.04456274461793248,0.16840898265375281,0.05482889777624737,0.0870321210151968,0.07041788705897754
2022-01-14,0.032478401619295064,0.025950598842383512,0.02635168811282255,0.30468132651775703,0.1304207554636109,0.04525213855389178,0.17064838930736642,0.055170571432690836,0.08818942454977283,0.07085670560040894
2022-01-21,0.03276608511699488,0.026180461109926455,0.026585103103358525,0.29556062685146456,0.13206594392662505,0.04610768269032328,0.17378177982963575,0.05565925505529942,0.08980873023540062,0.07148433208097137
2022-01-28,0.03309108981628695,0.026440143426565078,0.026848799038008797,0.28657525969873954,0.1328572718720342,0.046968655485185765,0.17722560098430645,0.056211335640681474,0.0915884634465692,0.0721933805916225
2022-02-04,0.03309108981628695,0.026440143426565078,0.026848799038008797,0.28657525969873954,0.1328572718720342,0.046968655485185765,0.17722560098430645,0.056211335640681474,0.0915884634465692,0.0721933805916225
2022-02-11,0.0338090030202839,0.027013763944562057,0.027431285364323744,0.2668955342363646,0.13543524215582303,0.04899960917863018,0.18367643599039005,0.057430843982497634,0.09554866175749416,0.07375962036963038
2022-02-18,0.03449029352672477,0.0275581225258436,0.027984057485021058,0.253613168030922,0.13523232277172495,0.050452285777274605,0.1871578351942874,0.05858814189982133,0.09967781077518327,0.07524596201319693
2022-02-25,0.03522002567539897,0.02814118651016801,0.028576133234719844,0.24110481148613633,0.13455069265458935,0.05179983721453729,0.1892769144340654,0.05982772690486794,0.10466468522061875,0.07683798666489794
2022-03-04,0.03210609654920096,0.03201548459956733,0.029135002553404756,0.258681049255161,0.18253815594901568,0.08105363559552696,0.16120356008927933,0.06057706005234314,0.06783249993045999,0.044857455426040846
2022-03-11,0.029354678396317488,0.02697861343004535,0.02701615487582682,0.27451300168329773,0.22179993588751504,0.10475941649227156,0.13997953533848428,0.06131108176560143,0.04327343115592356,0.021014150974716744
2022-03-18,0.018692295957390415,0.0176661688798931,0.018741249343979045,0.3083624294612682,0.1701378231770239,0.06409673213102549,0.10381849102289498,0.06257792003409009,0.036420434407195834,0.019718987678157204
2022-03-25,0.018692295957390415,0.0176661688798931,0.018741249343979045,0.3083624294612682,0.1701378231770239,0.06409673213102549,0.10381849102289498,0.06257792003409009,0.036420434407195834,0.019718987678157204
2022-04-01,0.018692295957390415,0.0176661688798931,0.018741249343979045,0.3083624294612682,0.1701378231770239,0.06409673213102549,0.10381849102289498,0.06257792003409009,0.036420434407195834,0.019718987678157204
2022-04-08,0.018692295957390415,0.0176661688798931,0.018741249343979045,0.3083624294612682,0.1701378231770239,0.06409673213102549,0.10381849102289498,0.06257792003409009,0.036420434407195834,0.019718987678157204
2022-04-15,0.018692295957390415,0.0176661688798931,0.018741249343979045,0.3083624294612682,0.1701378231770239,0.06409673213102549,0.10381849102289498,0.06257792003409009,0.036420434407195834,0.019718987678157204
2022-04-22,0.013909028585590417,0.014427909254119776,0.009889362489570086,0.3404870747756421,0.13414796017946395,0.02410797619658072,0.04552172282658748,0.05543374743497809,0.03392151627643201,0.012635524702701427
2022-04-29,0.012570999652520617,0.013602190235842828,0.0073497204620388504,0.35,0.12369697821244649,0.01231431708935962,0.028284243905420843,0.05395855465197789,0.03338319832975273,0.010576473685291037
2022-05-06,0.0125261323403712,0.013692113795802678,0.007436070931408376,0.35,0.12354504379563101,0.012340838506398577,0.028251605220287433,0.054312933099248006,0.03366379214173262,0.010729880101313712
2022-05-13,0.012592927036790285,0.013845202156539772,0.00754365623469263,0.35,0.12359812661604715,0.012324138301278374,0.02828796855646788,0.05459555820393651,0.03403721404192058,0.010840831685194384
2022-05-20,0.012588376113380354,0.013781199491477379,0.007544964056020385,0.35,0.12313623893297179,0.012278429182066175,0.028329697553678396,0.05482954255770387,0.03405251120965587,0.010632243219206751
2022-05-27,0.032743980167022166,0.02497222085703498,0.01852210444480237,0.35,0.13256074091634412,0.031128570966426992,0.09194984424254388,0.11029295181173318,0.04362081595198036,0.009882513480140572
2022-06-03,0.027799343916593815,0.024063127623103746,0.016400510494158776,0.35,0.1393411411132347,0.03162001975770716,0.07863107027374093,0.07812600858188574,0.043816438686842756,0.010108540652835991
2022-06-10,0.02751738971137238,0.028785171910752808,0.016984285943125444,0.35,0.1408452959399654,0.03140838206816515,0.07508354331918672,0.07361084335810898,0.06045270455074755,0.014414893499826852
2022-06-17,0.02751738971137238,0.028785171910752808,0.016984285943125444,0.35,0.1408452959399654,0.03140838206816515,0.07508354331918672,0.07361084335810898,0.06045270455074755,0.014414893499826852
2022-06-24,0.02853826051722621,0.031122322880214458,0.02794514728154314,0.35,0.14637295430888903,0.039240849582550766,0.08261955248607941,0.06069665760678614,0.06596196343302832,0.02175392973540019
2022-07-01,0.027730516993040157,0.03043998279968799,0.02709772734147763,0.35,0.14238940308742418,0.03585069148444123,0.08652444525179676,0.06644976243121054,0.07292301714356351,0.02438770394391354
2022-07-08,0.027946595194011388,0.03198174606420083,0.029800305744631297,0.35,0.15515288273897185,0.06281366865268893,0.08821966511472334,0.06765565384081657,0.10336726083386998,0.03259253266465995
2022-07-15,0.02957136640838154,0.032513023999694794,0.030861922168559354,0.3496884363899227,0.15646233476477986,0.06452736456804713,0.09904127087864659,0.06975410275021884,0.09501548855214498,0.022564689519603942
2022-07-22,0.018283960460932933,0.020265419221899193,0.014410200345804425,0.3499148205246684,0.13496891414990334,0.02762916809740057,0.051430069071695644,0.06487117282109062,0.05418021345972044,0.01449883011637557
2022-07-29,0.014261058669519776,0.01592761594612204,0.008406452925905875,0.35,0.1272097635399598,0.013912984072884362,0.033857485709905176,0.06372954149701755,0.03944554968947094,0.011715171598653817
2022-08-05,0.023161718916525912,0.022380151660077674,0.017108925995974345,0.32020982048682484,0.16042729592199972,0.053919423406210594,0.08908634670663693,0.05772239879585793,0.038639652783016336,0.022603450734736255
2022-08-12,0.031756674439076725,0.028516909679593208,0.02560578234018498,0.2939647047505705,0.19719402314966997,0.09406161113656812,0.14435352527386083,0.05068580112065949,0.03713916550029723,0.032416586629035765
2022-08-19,0.03264705834173996,0.029143303901589656,0.02649525264210797,0.2930001134397316,0.20104274439004377,0.0979549692666216,0.14963705259283092,0.049834325304240173,0.0369100255176459,0.03333515460344854
2022-08-26,0.032647058341739935,0.02914330390158962,0.026495252642107912,0.29300011343973237,0.20104274439004316,0.09795496926662152,0.14963705259283094,0.049834325304240125,0.03691002551764584,0.0333351546034485
2022-09-02,0.024076357737544136,0.023156336626096653,0.01812802778507252,0.3202933631352225,0.1659297209769116,0.05783104003077928,0.0944676699813552,0.05705211303255181,0.03901235009935002,0.02327974460612814
2022-09-09,0.014470960771894206,0.01599350034019747,0.009207625225604163,0.35,0.20349456089883286,0.04487120796803809,0.0566572955510118,0.05885986451837828,0.058553432339467776,0.012023977123877051
2022-09-16,0.014939759505205803,0.016854439413544718,0.009204922820695304,0.35,0.12756072097247323,0.014156477351813534,0.03441288767501635,0.06551709367281888,0.041737649360495906,0.012308263378934686
2022-09-23,0.014939759505205803,0.016854439413544718,0.009204922820695304,0.35,0.12756072097247323,0.014156477351813534,0.03441288767501635,0.06551709367281888,0.041737649360495906,0.012308263378934686
2022-09-30,0.014346746159021267,0.015795473840234418,0.009131633116270948,0.35,0.20392339535939066,0.04574206581381908,0.05676904322238887,0.05797882439568514,0.05978887102286276,0.011979262730351346
2022-10-07,0.01499499073766163,0.016496229294625738,0.009555905126177407,0.35,0.20333656197623545,0.04677572966294863,0.05771022270821489,0.06014315448558555,0.06251048194833518,0.01244394061895509
2022-10-14,0.015057400096893821,0.01653135096296169,0.009624673683603396,0.35,0.20362677014845068,0.04726481701384976,0.057787618149428926,0.05994312743796623,0.06277790419916,0.012506699943656191
